unit,sex,age,region,year,value
YR,M,Y53,AT,2016,28.4
YR,M,Y54,AT,2016,27.5
YR,M,Y55,AT,2016,26.6
YR,M,Y56,AT,2016,25.7
YR,M,Y57,AT,2016,24.9
YR,M,Y58,AT,2016,24.0
YR,M,Y59,AT,2016,23.2
YR,M,Y6,AT,2016,73.7
YR,M,Y60,AT,2016,22.4
YR,M,Y61,AT,2016,21.6
YR,M,Y62,AT,2016,20.8
YR,M,Y63,AT,2016,20.0
YR,M,Y64,AT,2016,19.3
YR,M,Y65,AT,2016,18.5
YR,M,Y66,AT,2016,17.8
YR,M,Y67,AT,2016,17.0
YR,M,Y68,AT,2016,16.3
YR,M,Y69,AT,2016,15.6
YR,M,Y7,AT,2016,72.7
YR,M,Y70,AT,2016,15.0
YR,M,Y71,AT,2016,14.3
YR,M,Y72,AT,2016,13.6
YR,M,Y73,AT,2016,13.0
YR,M,Y74,AT,2016,12.3
YR,M,Y75,AT,2016,11.7
YR,M,Y76,AT,2016,11.0
YR,M,Y77,AT,2016,10.4
YR,M,Y78,AT,2016,9.8
YR,M,Y79,AT,2016,9.2
YR,M,Y8,AT,2016,71.7
YR,M,Y80,AT,2016,8.6
YR,M,Y81,AT,2016,8.1
YR,M,Y82,AT,2016,7.6
YR,M,Y83,AT,2016,7.1
YR,M,Y84,AT,2016,6.6
YR,M,Y9,AT,2016,70.7
YR,M,Y_GE85,AT,2016,6.2
YR,M,Y_LT1,AT,2016,79.3
YR,T,Y1,AT,2016,81.0
YR,T,Y10,AT,2016,72.1
YR,T,Y11,AT,2016,71.1
YR,T,Y12,AT,2016,70.1
YR,T,Y13,AT,2016,69.1
YR,T,Y14,AT,2016,68.1
YR,T,Y15,AT,2016,67.1
YR,T,Y16,AT,2016,66.2
YR,T,Y17,AT,2016,65.2
YR,T,Y18,AT,2016,64.2
YR,T,Y19,AT,2016,63.2
YR,T,Y2,AT,2016,80.1
YR,T,Y20,AT,2016,62.2
YR,T,Y21,AT,2016,61.3
YR,T,Y22,AT,2016,60.3
YR,T,Y23,AT,2016,59.3
YR,T,Y24,AT,2016,58.3
YR,T,Y25,AT,2016,57.4
YR,T,Y26,AT,2016,56.4
YR,T,Y27,AT,2016,55.4
YR,T,Y28,AT,2016,54.4
YR,T,Y29,AT,2016,53.4
YR,T,Y3,AT,2016,79.1
YR,T,Y30,AT,2016,52.5
YR,T,Y31,AT,2016,51.5
YR,T,Y32,AT,2016,50.5
YR,T,Y33,AT,2016,49.5
YR,T,Y34,AT,2016,48.6
YR,T,Y35,AT,2016,47.6
YR,T,Y36,AT,2016,46.6
YR,T,Y37,AT,2016,45.6
YR,T,Y38,AT,2016,44.7
YR,T,Y39,AT,2016,43.7
YR,T,Y4,AT,2016,78.1
YR,T,Y40,AT,2016,42.7
YR,T,Y41,AT,2016,41.8
YR,T,Y42,AT,2016,40.8
YR,T,Y43,AT,2016,39.8
YR,T,Y44,AT,2016,38.9
YR,T,Y45,AT,2016,37.9
YR,T,Y46,AT,2016,37.0
YR,T,Y47,AT,2016,36.0
YR,T,Y48,AT,2016,35.1
YR,T,Y49,AT,2016,34.2
YR,T,Y5,AT,2016,77.1
YR,T,Y50,AT,2016,33.2
YR,T,Y51,AT,2016,32.3
YR,T,Y52,AT,2016,31.4
YR,T,Y53,AT,2016,30.5
YR,T,Y54,AT,2016,29.6
YR,T,Y55,AT,2016,28.7
YR,T,Y56,AT,2016,27.8
YR,T,Y57,AT,2016,26.9
YR,T,Y58,AT,2016,26.1
YR,T,Y59,AT,2016,25.2
YR,T,Y6,AT,2016,76.1
YR,T,Y60,AT,2016,24.3
YR,T,Y61,AT,2016,23.5
YR,T,Y62,AT,2016,22.7
YR,T,Y63,AT,2016,21.9
YR,T,Y64,AT,2016,21.1
YR,T,Y65,AT,2016,20.2
YR,T,Y66,AT,2016,19.5
YR,T,Y67,AT,2016,18.7
YR,T,Y68,AT,2016,17.9
YR,T,Y69,AT,2016,17.2
YR,T,Y7,AT,2016,75.1
YR,T,Y70,AT,2016,16.4
YR,T,Y71,AT,2016,15.7
YR,T,Y72,AT,2016,15.0
YR,T,Y73,AT,2016,14.3
YR,T,Y74,AT,2016,13.5
YR,T,Y75,AT,2016,12.9
YR,T,Y76,AT,2016,12.2
YR,T,Y77,AT,2016,11.5
YR,T,Y78,AT,2016,10.8
YR,T,Y79,AT,2016,10.2
YR,T,Y8,AT,2016,74.1
YR,T,Y80,AT,2016,9.5
YR,T,Y81,AT,2016,8.9
YR,T,Y82,AT,2016,8.3
YR,T,Y83,AT,2016,7.8
YR,T,Y84,AT,2016,7.3
YR,T,Y9,AT,2016,73.1
YR,T,Y_GE85,AT,2016,6.8
YR,T,Y_LT1,AT,2016,81.8
YR,F,Y1,AT,2015,83.0
YR,F,Y10,AT,2015,74.0
YR,F,Y11,AT,2015,73.0
YR,F,Y12,AT,2015,72.0
YR,F,Y13,AT,2015,71.0
YR,F,Y14,AT,2015,70.0
YR,F,Y15,AT,2015,69.0
YR,F,Y16,AT,2015,68.0
YR,F,Y17,AT,2015,67.1
YR,F,Y18,AT,2015,66.1
YR,F,Y19,AT,2015,65.1
YR,F,Y2,AT,2015,82.0
YR,F,Y20,AT,2015,64.1
YR,F,Y21,AT,2015,63.1
YR,F,Y22,AT,2015,62.1
YR,F,Y23,AT,2015,61.1
YR,F,Y24,AT,2015,60.1
YR,F,Y25,AT,2015,59.2
YR,F,Y26,AT,2015,58.2
YR,F,Y27,AT,2015,57.2
YR,F,Y28,AT,2015,56.2
YR,F,Y29,AT,2015,55.2
YR,F,Y3,AT,2015,81.0
YR,F,Y30,AT,2015,54.2
YR,F,Y31,AT,2015,53.2
YR,F,Y32,AT,2015,52.3
YR,F,Y33,AT,2015,51.3
YR,F,Y34,AT,2015,50.3
YR,F,Y35,AT,2015,49.3
YR,F,Y36,AT,2015,48.3
YR,F,Y37,AT,2015,47.3
YR,F,Y38,AT,2015,46.4
YR,F,Y39,AT,2015,45.4
YR,F,Y4,AT,2015,80.0
YR,F,Y40,AT,2015,44.4
YR,F,Y41,AT,2015,43.4
YR,F,Y42,AT,2015,42.5
YR,F,Y43,AT,2015,41.5
YR,F,Y44,AT,2015,40.6
YR,F,Y45,AT,2015,39.6
YR,F,Y46,AT,2015,38.6
YR,F,Y47,AT,2015,37.7
YR,F,Y48,AT,2015,36.7
YR,F,Y49,AT,2015,35.8
YR,F,Y5,AT,2015,79.0
YR,F,Y50,AT,2015,34.8
YR,F,Y51,AT,2015,33.9
YR,F,Y52,AT,2015,32.9
YR,F,Y53,AT,2015,32.0
YR,F,Y54,AT,2015,31.1
YR,F,Y55,AT,2015,30.2
YR,F,Y56,AT,2015,29.3
YR,F,Y57,AT,2015,28.3
YR,F,Y58,AT,2015,27.4
YR,F,Y59,AT,2015,26.5
YR,F,Y6,AT,2015,78.0
YR,F,Y60,AT,2015,25.7
YR,F,Y61,AT,2015,24.8
YR,F,Y62,AT,2015,23.9
YR,F,Y63,AT,2015,23.0
YR,F,Y64,AT,2015,22.2
YR,F,Y65,AT,2015,21.3
YR,F,Y66,AT,2015,20.5
YR,F,Y67,AT,2015,19.7
YR,F,Y68,AT,2015,18.9
YR,F,Y69,AT,2015,18.0
YR,F,Y7,AT,2015,77.0
YR,F,Y70,AT,2015,17.2
YR,F,Y71,AT,2015,16.4
YR,F,Y72,AT,2015,15.7
YR,F,Y73,AT,2015,14.8
YR,F,Y74,AT,2015,14.1
YR,F,Y75,AT,2015,13.3
YR,F,Y76,AT,2015,12.5
YR,F,Y77,AT,2015,11.8
YR,F,Y78,AT,2015,11.0
YR,F,Y79,AT,2015,10.3
YR,F,Y8,AT,2015,76.0
YR,F,Y80,AT,2015,9.7
YR,F,Y81,AT,2015,9.0
YR,F,Y82,AT,2015,8.3
YR,F,Y83,AT,2015,7.8
YR,F,Y84,AT,2015,7.2
YR,F,Y9,AT,2015,75.0
YR,F,Y_GE85,AT,2015,6.6
YR,F,Y_LT1,AT,2015,83.7
YR,M,Y1,AT,2015,78.1
YR,M,Y10,AT,2015,69.1
YR,M,Y11,AT,2015,68.1
YR,M,Y12,AT,2015,67.2
YR,M,Y13,AT,2015,66.2
YR,M,Y14,AT,2015,65.2
YR,M,Y15,AT,2015,64.2
YR,M,Y16,AT,2015,63.2
YR,M,Y17,AT,2015,62.2
YR,M,Y18,AT,2015,61.3
YR,M,Y19,AT,2015,60.3
YR,M,Y2,AT,2015,77.1
YR,M,Y20,AT,2015,59.3
YR,M,Y21,AT,2015,58.3
YR,M,Y22,AT,2015,57.4
YR,M,Y23,AT,2015,56.4
YR,M,Y24,AT,2015,55.4
YR,M,Y25,AT,2015,54.5
YR,M,Y26,AT,2015,53.5
YR,M,Y27,AT,2015,52.5
YR,M,Y28,AT,2015,51.6
YR,M,Y29,AT,2015,50.6
YR,M,Y3,AT,2015,76.1
YR,M,Y30,AT,2015,49.6
YR,M,Y31,AT,2015,48.6
YR,M,Y32,AT,2015,47.7
YR,M,Y33,AT,2015,46.7
YR,M,Y34,AT,2015,45.7
YR,M,Y35,AT,2015,44.8
YR,M,Y36,AT,2015,43.8
YR,M,Y37,AT,2015,42.9
YR,M,Y38,AT,2015,41.9
YR,M,Y39,AT,2015,40.9
YR,M,Y4,AT,2015,75.1
YR,M,Y40,AT,2015,40.0
YR,M,Y41,AT,2015,39.0
YR,M,Y42,AT,2015,38.1
YR,M,Y43,AT,2015,37.1
YR,M,Y44,AT,2015,36.2
YR,M,Y45,AT,2015,35.2
YR,M,Y46,AT,2015,34.3
YR,M,Y47,AT,2015,33.4
YR,M,Y48,AT,2015,32.4
YR,M,Y49,AT,2015,31.5
YR,M,Y5,AT,2015,74.1
YR,M,Y50,AT,2015,30.6
YR,M,Y51,AT,2015,29.7
YR,M,Y52,AT,2015,28.8
YR,M,Y53,AT,2015,27.9
YR,M,Y54,AT,2015,27.0
YR,M,Y55,AT,2015,26.2
YR,M,Y56,AT,2015,25.3
YR,M,Y57,AT,2015,24.5
YR,M,Y58,AT,2015,23.6
YR,M,Y59,AT,2015,22.8
YR,M,Y6,AT,2015,73.1
YR,M,Y60,AT,2015,22.0
YR,M,Y61,AT,2015,21.2
YR,M,Y62,AT,2015,20.4
YR,M,Y63,AT,2015,19.6
YR,M,Y64,AT,2015,18.9
YR,M,Y65,AT,2015,18.1
YR,M,Y66,AT,2015,17.4
YR,M,Y67,AT,2015,16.7
YR,M,Y68,AT,2015,16.0
YR,M,Y69,AT,2015,15.3
YR,M,Y7,AT,2015,72.1
YR,M,Y70,AT,2015,14.6
YR,M,Y71,AT,2015,13.9
YR,M,Y72,AT,2015,13.2
YR,M,Y73,AT,2015,12.6
YR,M,Y74,AT,2015,11.9
YR,M,Y75,AT,2015,11.3
YR,M,Y76,AT,2015,10.6
YR,M,Y77,AT,2015,10.0
YR,M,Y78,AT,2015,9.4
YR,M,Y79,AT,2015,8.9
YR,M,Y8,AT,2015,71.1
YR,M,Y80,AT,2015,8.3
YR,M,Y81,AT,2015,7.7
YR,M,Y82,AT,2015,7.3
YR,M,Y83,AT,2015,6.8
YR,M,Y84,AT,2015,6.4
YR,M,Y9,AT,2015,70.1
YR,M,Y_GE85,AT,2015,5.9
YR,M,Y_LT1,AT,2015,78.8
YR,T,Y1,AT,2015,80.6
YR,T,Y10,AT,2015,71.6
YR,T,Y11,AT,2015,70.6
YR,T,Y12,AT,2015,69.6
YR,T,Y13,AT,2015,68.6
YR,T,Y14,AT,2015,67.7
YR,T,Y15,AT,2015,66.7
YR,T,Y16,AT,2015,65.7
YR,T,Y17,AT,2015,64.7
YR,T,Y18,AT,2015,63.7
YR,T,Y19,AT,2015,62.7
YR,T,Y2,AT,2015,79.6
YR,T,Y20,AT,2015,61.7
YR,T,Y21,AT,2015,60.8
YR,T,Y22,AT,2015,59.8
YR,T,Y23,AT,2015,58.8
YR,T,Y24,AT,2015,57.9
YR,T,Y25,AT,2015,56.9
YR,T,Y26,AT,2015,55.9
YR,T,Y27,AT,2015,54.9
YR,T,Y28,AT,2015,53.9
YR,T,Y29,AT,2015,53.0
YR,T,Y3,AT,2015,78.6
YR,T,Y30,AT,2015,52.0
YR,T,Y31,AT,2015,51.0
YR,T,Y32,AT,2015,50.0
YR,T,Y33,AT,2015,49.0
YR,T,Y34,AT,2015,48.1
YR,T,Y35,AT,2015,47.1
YR,T,Y36,AT,2015,46.1
YR,T,Y37,AT,2015,45.2
YR,T,Y38,AT,2015,44.2
YR,T,Y39,AT,2015,43.2
YR,T,Y4,AT,2015,77.6
YR,T,Y40,AT,2015,42.3
YR,T,Y41,AT,2015,41.3
YR,T,Y42,AT,2015,40.3
YR,T,Y43,AT,2015,39.4
YR,T,Y44,AT,2015,38.4
YR,T,Y45,AT,2015,37.5
YR,T,Y46,AT,2015,36.5
YR,T,Y47,AT,2015,35.6
YR,T,Y48,AT,2015,34.7
YR,T,Y49,AT,2015,33.7
YR,T,Y5,AT,2015,76.6
YR,T,Y50,AT,2015,32.8
YR,T,Y51,AT,2015,31.9
YR,T,Y52,AT,2015,31.0
YR,T,Y53,AT,2015,30.0
YR,T,Y54,AT,2015,29.1
YR,T,Y55,AT,2015,28.3
YR,T,Y56,AT,2015,27.4
YR,T,Y57,AT,2015,26.5
YR,T,Y58,AT,2015,25.6
YR,T,Y59,AT,2015,24.8
YR,T,Y6,AT,2015,75.6
YR,T,Y60,AT,2015,23.9
YR,T,Y61,AT,2015,23.1
YR,T,Y62,AT,2015,22.3
YR,T,Y63,AT,2015,21.4
YR,T,Y64,AT,2015,20.6
YR,T,Y65,AT,2015,19.8
YR,T,Y66,AT,2015,19.1
YR,T,Y67,AT,2015,18.3
YR,T,Y68,AT,2015,17.5
YR,T,Y69,AT,2015,16.8
YR,T,Y7,AT,2015,74.6
YR,T,Y70,AT,2015,16.0
YR,T,Y71,AT,2015,15.3
YR,T,Y72,AT,2015,14.6
YR,T,Y73,AT,2015,13.9
YR,T,Y74,AT,2015,13.2
YR,T,Y75,AT,2015,12.4
YR,T,Y76,AT,2015,11.7
YR,T,Y77,AT,2015,11.1
YR,T,Y78,AT,2015,10.4
YR,T,Y79,AT,2015,9.8
YR,T,Y8,AT,2015,73.6
YR,T,Y80,AT,2015,9.1
YR,T,Y81,AT,2015,8.5
YR,T,Y82,AT,2015,8.0
YR,T,Y83,AT,2015,7.4
YR,T,Y84,AT,2015,6.9
YR,T,Y9,AT,2015,72.6
YR,T,Y_GE85,AT,2015,6.4
YR,T,Y_LT1,AT,2015,81.3
YR,F,Y1,AT,2014,83.3
YR,F,Y10,AT,2014,74.3
YR,F,Y11,AT,2014,73.3
YR,F,Y12,AT,2014,72.4
YR,F,Y13,AT,2014,71.4
YR,F,Y14,AT,2014,70.4
YR,F,Y15,AT,2014,69.4
YR,F,Y16,AT,2014,68.4
YR,F,Y17,AT,2014,67.4
YR,F,Y18,AT,2014,66.4
YR,F,Y19,AT,2014,65.4
YR,F,Y2,AT,2014,82.3
YR,F,Y20,AT,2014,64.4
YR,F,Y21,AT,2014,63.5
YR,F,Y22,AT,2014,62.5
YR,F,Y23,AT,2014,61.5
YR,F,Y24,AT,2014,60.5
YR,F,Y25,AT,2014,59.5
YR,F,Y26,AT,2014,58.5
YR,F,Y27,AT,2014,57.5
YR,F,Y28,AT,2014,56.5
YR,F,Y29,AT,2014,55.6
YR,F,Y3,AT,2014,81.3
YR,F,Y30,AT,2014,54.6
YR,F,Y31,AT,2014,53.6
YR,F,Y32,AT,2014,52.6
YR,F,Y33,AT,2014,51.6
YR,F,Y34,AT,2014,50.7
YR,F,Y35,AT,2014,49.7
YR,F,Y36,AT,2014,48.7
YR,F,Y37,AT,2014,47.7
YR,F,Y38,AT,2014,46.7
YR,F,Y39,AT,2014,45.8
YR,F,Y4,AT,2014,80.3
YR,F,Y40,AT,2014,44.8
YR,F,Y41,AT,2014,43.8
YR,F,Y42,AT,2014,42.8
YR,F,Y43,AT,2014,41.9
YR,F,Y44,AT,2014,40.9
YR,F,Y45,AT,2014,40.0
YR,F,Y46,AT,2014,39.0
YR,F,Y47,AT,2014,38.1
YR,F,Y48,AT,2014,37.1
YR,F,Y49,AT,2014,36.2
YR,F,Y5,AT,2014,79.3
YR,F,Y50,AT,2014,35.2
YR,F,Y51,AT,2014,34.3
YR,F,Y52,AT,2014,33.3
YR,F,Y53,AT,2014,32.4
YR,F,Y54,AT,2014,31.5
YR,F,Y55,AT,2014,30.6
YR,F,Y56,AT,2014,29.7
YR,F,Y57,AT,2014,28.8
YR,F,Y58,AT,2014,27.8
YR,F,Y59,AT,2014,26.9
YR,F,Y6,AT,2014,78.3
YR,F,Y60,AT,2014,26.1
YR,F,Y61,AT,2014,25.2
YR,F,Y62,AT,2014,24.3
YR,F,Y63,AT,2014,23.5
YR,F,Y64,AT,2014,22.6
YR,F,Y65,AT,2014,21.8
YR,F,Y66,AT,2014,20.9
YR,F,Y67,AT,2014,20.1
YR,F,Y68,AT,2014,19.3
YR,F,Y69,AT,2014,18.5
YR,F,Y7,AT,2014,77.3
YR,F,Y70,AT,2014,17.7
YR,F,Y71,AT,2014,16.9
YR,F,Y72,AT,2014,16.1
YR,F,Y73,AT,2014,15.3
YR,F,Y74,AT,2014,14.5
YR,F,Y75,AT,2014,13.7
YR,F,Y76,AT,2014,13.0
YR,F,Y77,AT,2014,12.2
YR,F,Y78,AT,2014,11.5
YR,F,Y79,AT,2014,10.8
YR,F,Y8,AT,2014,76.3
YR,F,Y80,AT,2014,10.1
YR,F,Y81,AT,2014,9.5
YR,F,Y82,AT,2014,8.8
YR,F,Y83,AT,2014,8.2
YR,F,Y84,AT,2014,7.7
YR,F,Y9,AT,2014,75.3
YR,F,Y_GE85,AT,2014,7.1
YR,F,Y_LT1,AT,2014,84.0
YR,M,Y1,AT,2014,78.4
YR,M,Y10,AT,2014,69.5
YR,M,Y11,AT,2014,68.5
YR,M,Y12,AT,2014,67.5
YR,M,Y13,AT,2014,66.5
YR,M,Y14,AT,2014,65.5
YR,M,Y15,AT,2014,64.5
YR,M,Y16,AT,2014,63.5
YR,M,Y17,AT,2014,62.5
YR,M,Y18,AT,2014,61.6
YR,M,Y19,AT,2014,60.6
YR,M,Y2,AT,2014,77.4
YR,M,Y20,AT,2014,59.6
YR,M,Y21,AT,2014,58.7
YR,M,Y22,AT,2014,57.7
YR,M,Y23,AT,2014,56.7
YR,M,Y24,AT,2014,55.8
YR,M,Y25,AT,2014,54.8
YR,M,Y26,AT,2014,53.8
YR,M,Y27,AT,2014,52.8
YR,M,Y28,AT,2014,51.9
YR,M,Y29,AT,2014,50.9
YR,M,Y3,AT,2014,76.4
YR,M,Y30,AT,2014,49.9
YR,M,Y31,AT,2014,49.0
YR,M,Y32,AT,2014,48.0
YR,M,Y33,AT,2014,47.0
YR,M,Y34,AT,2014,46.1
YR,M,Y35,AT,2014,45.1
YR,M,Y36,AT,2014,44.1
YR,M,Y37,AT,2014,43.2
YR,M,Y38,AT,2014,42.2
YR,M,Y39,AT,2014,41.2
YR,M,Y4,AT,2014,75.4
YR,M,Y40,AT,2014,40.3
YR,M,Y41,AT,2014,39.3
YR,M,Y42,AT,2014,38.4
YR,M,Y43,AT,2014,37.4
YR,M,Y44,AT,2014,36.5
YR,M,Y45,AT,2014,35.5
YR,M,Y46,AT,2014,34.6
YR,M,Y47,AT,2014,33.7
YR,M,Y48,AT,2014,32.8
YR,M,Y49,AT,2014,31.8
YR,M,Y5,AT,2014,74.4
YR,M,Y50,AT,2014,30.9
YR,M,Y51,AT,2014,30.0
YR,M,Y52,AT,2014,29.1
YR,M,Y53,AT,2014,28.3
YR,M,Y54,AT,2014,27.4
YR,M,Y55,AT,2014,26.5
YR,M,Y56,AT,2014,25.7
YR,M,Y57,AT,2014,24.8
YR,M,Y58,AT,2014,24.0
YR,M,Y59,AT,2014,23.2
YR,M,Y6,AT,2014,73.4
YR,M,Y60,AT,2014,22.4
YR,M,Y61,AT,2014,21.6
YR,M,Y62,AT,2014,20.8
YR,M,Y63,AT,2014,20.0
YR,M,Y64,AT,2014,19.3
YR,M,Y65,AT,2014,18.5
YR,M,Y66,AT,2014,17.8
YR,M,Y67,AT,2014,17.1
YR,M,Y68,AT,2014,16.4
YR,M,Y69,AT,2014,15.7
YR,M,Y7,AT,2014,72.5
YR,M,Y70,AT,2014,15.0
YR,M,Y71,AT,2014,14.3
YR,M,Y72,AT,2014,13.6
YR,M,Y73,AT,2014,13.0
YR,M,Y74,AT,2014,12.3
YR,M,Y75,AT,2014,11.7
YR,M,Y76,AT,2014,11.0
YR,M,Y77,AT,2014,10.4
YR,M,Y78,AT,2014,9.8
YR,M,Y79,AT,2014,9.2
YR,M,Y8,AT,2014,71.5
YR,M,Y80,AT,2014,8.6
YR,M,Y81,AT,2014,8.1
YR,M,Y82,AT,2014,7.6
YR,M,Y83,AT,2014,7.1
YR,M,Y84,AT,2014,6.7
YR,M,Y9,AT,2014,70.5
YR,M,Y_GE85,AT,2014,6.3
YR,M,Y_LT1,AT,2014,79.1
YR,T,Y1,AT,2014,80.9
YR,T,Y10,AT,2014,72.0
YR,T,Y11,AT,2014,71.0
YR,T,Y12,AT,2014,70.0
YR,T,Y13,AT,2014,69.0
YR,T,Y14,AT,2014,68.0
YR,T,Y15,AT,2014,67.0
YR,T,Y16,AT,2014,66.0
YR,T,Y17,AT,2014,65.0
YR,T,Y18,AT,2014,64.1
YR,T,Y19,AT,2014,63.1
YR,T,Y2,AT,2014,79.9
YR,T,Y20,AT,2014,62.1
YR,T,Y21,AT,2014,61.1
YR,T,Y22,AT,2014,60.2
YR,T,Y23,AT,2014,59.2
YR,T,Y24,AT,2014,58.2
YR,T,Y25,AT,2014,57.2
YR,T,Y26,AT,2014,56.2
YR,T,Y27,AT,2014,55.3
YR,T,Y28,AT,2014,54.3
YR,T,Y29,AT,2014,53.3
YR,T,Y3,AT,2014,78.9
YR,T,Y30,AT,2014,52.3
YR,T,Y31,AT,2014,51.4
YR,T,Y32,AT,2014,50.4
YR,T,Y33,AT,2014,49.4
YR,T,Y34,AT,2014,48.4
YR,T,Y35,AT,2014,47.5
YR,T,Y36,AT,2014,46.5
YR,T,Y37,AT,2014,45.5
YR,T,Y38,AT,2014,44.5
YR,T,Y39,AT,2014,43.6
YR,T,Y4,AT,2014,77.9
YR,T,Y40,AT,2014,42.6
YR,T,Y41,AT,2014,41.7
YR,T,Y42,AT,2014,40.7
YR,T,Y43,AT,2014,39.7
YR,T,Y44,AT,2014,38.8
YR,T,Y45,AT,2014,37.8
YR,T,Y46,AT,2014,36.9
YR,T,Y47,AT,2014,36.0
YR,T,Y48,AT,2014,35.0
YR,T,Y49,AT,2014,34.1
YR,T,Y5,AT,2014,76.9
YR,T,Y50,AT,2014,33.2
YR,T,Y51,AT,2014,32.3
YR,T,Y52,AT,2014,31.3
YR,T,Y53,AT,2014,30.4
YR,T,Y54,AT,2014,29.5
YR,T,Y55,AT,2014,28.7
YR,T,Y56,AT,2014,27.8
YR,T,Y57,AT,2014,26.9
YR,T,Y58,AT,2014,26.0
YR,T,Y59,AT,2014,25.2
YR,T,Y6,AT,2014,75.9
YR,T,Y60,AT,2014,24.3
YR,T,Y61,AT,2014,23.5
YR,T,Y62,AT,2014,22.7
YR,T,Y63,AT,2014,21.9
YR,T,Y64,AT,2014,21.1
YR,T,Y65,AT,2014,20.3
YR,T,Y66,AT,2014,19.5
YR,T,Y67,AT,2014,18.7
YR,T,Y68,AT,2014,18.0
YR,T,Y69,AT,2014,17.2
YR,T,Y7,AT,2014,75.0
YR,T,Y70,AT,2014,16.5
YR,T,Y71,AT,2014,15.8
YR,T,Y72,AT,2014,15.0
YR,T,Y73,AT,2014,14.3
YR,T,Y74,AT,2014,13.6
YR,T,Y75,AT,2014,12.9
YR,T,Y76,AT,2014,12.2
YR,T,Y77,AT,2014,11.5
YR,T,Y78,AT,2014,10.8
YR,T,Y79,AT,2014,10.2
YR,T,Y8,AT,2014,74.0
YR,T,Y80,AT,2014,9.5
YR,T,Y81,AT,2014,8.9
YR,T,Y82,AT,2014,8.4
YR,T,Y83,AT,2014,7.9
YR,T,Y84,AT,2014,7.4
YR,T,Y9,AT,2014,73.0
YR,T,Y_GE85,AT,2014,6.9
YR,T,Y_LT1,AT,2014,81.6
YR,F,Y1,AT,2013,83.0
YR,F,Y10,AT,2013,74.1
YR,F,Y11,AT,2013,73.1
YR,F,Y12,AT,2013,72.1
YR,F,Y13,AT,2013,71.1
YR,F,Y14,AT,2013,70.1
YR,F,Y15,AT,2013,69.1
YR,F,Y16,AT,2013,68.2
YR,F,Y17,AT,2013,67.2
YR,F,Y18,AT,2013,66.2
YR,F,Y19,AT,2013,65.2
YR,F,Y2,AT,2013,82.0
YR,F,Y20,AT,2013,64.2
YR,F,Y21,AT,2013,63.2
YR,F,Y22,AT,2013,62.2
YR,F,Y23,AT,2013,61.2
YR,F,Y24,AT,2013,60.3
YR,F,Y25,AT,2013,59.3
YR,F,Y26,AT,2013,58.3
YR,F,Y27,AT,2013,57.3
YR,F,Y28,AT,2013,56.3
YR,F,Y29,AT,2013,55.3
YR,F,Y3,AT,2013,81.1
YR,F,Y30,AT,2013,54.3
YR,F,Y31,AT,2013,53.3
YR,F,Y32,AT,2013,52.3
YR,F,Y33,AT,2013,51.4
YR,F,Y34,AT,2013,50.4
YR,F,Y35,AT,2013,49.4
YR,F,Y36,AT,2013,48.4
YR,F,Y37,AT,2013,47.5
YR,F,Y38,AT,2013,46.5
YR,F,Y39,AT,2013,45.5
YR,F,Y4,AT,2013,80.1
YR,F,Y40,AT,2013,44.5
YR,F,Y41,AT,2013,43.5
YR,F,Y42,AT,2013,42.6
YR,F,Y43,AT,2013,41.6
YR,F,Y44,AT,2013,40.6
YR,F,Y45,AT,2013,39.7
YR,F,Y46,AT,2013,38.7
YR,F,Y47,AT,2013,37.8
YR,F,Y48,AT,2013,36.8
YR,F,Y49,AT,2013,35.9
YR,F,Y5,AT,2013,79.1
YR,F,Y50,AT,2013,34.9
YR,F,Y51,AT,2013,34.0
YR,F,Y52,AT,2013,33.1
YR,F,Y53,AT,2013,32.1
YR,F,Y54,AT,2013,31.2
YR,F,Y55,AT,2013,30.3
YR,F,Y56,AT,2013,29.4
YR,F,Y57,AT,2013,28.5
YR,F,Y58,AT,2013,27.6
YR,F,Y59,AT,2013,26.7
YR,F,Y6,AT,2013,78.1
YR,F,Y60,AT,2013,25.8
YR,F,Y61,AT,2013,24.9
YR,F,Y62,AT,2013,24.0
YR,F,Y63,AT,2013,23.2
YR,F,Y64,AT,2013,22.3
YR,F,Y65,AT,2013,21.5
YR,F,Y66,AT,2013,20.6
YR,F,Y67,AT,2013,19.8
YR,F,Y68,AT,2013,19.0
YR,F,Y69,AT,2013,18.2
YR,F,Y7,AT,2013,77.1
YR,F,Y70,AT,2013,17.4
YR,F,Y71,AT,2013,16.6
YR,F,Y72,AT,2013,15.8
YR,F,Y73,AT,2013,15.0
YR,F,Y74,AT,2013,14.2
YR,F,Y75,AT,2013,13.4
YR,F,Y76,AT,2013,12.7
YR,F,Y77,AT,2013,11.9
YR,F,Y78,AT,2013,11.2
YR,F,Y79,AT,2013,10.5
YR,F,Y8,AT,2013,76.1
YR,F,Y80,AT,2013,9.8
YR,F,Y81,AT,2013,9.2
YR,F,Y82,AT,2013,8.6
YR,F,Y83,AT,2013,8.0
YR,F,Y84,AT,2013,7.4
YR,F,Y9,AT,2013,75.1
YR,F,Y_GE85,AT,2013,6.9
YR,F,Y_LT1,AT,2013,83.8
YR,M,Y1,AT,2013,77.9
YR,M,Y10,AT,2013,69.0
YR,M,Y11,AT,2013,68.0
YR,M,Y12,AT,2013,67.0
YR,M,Y13,AT,2013,66.0
YR,M,Y14,AT,2013,65.0
YR,M,Y15,AT,2013,64.1
